ORF,YPD rep1 fitness,YPD rep1 Q-value,YPD rep2 fitness,YPD rep2 Q-value,YPG fitness,YPG Q-value,YPE fitness,YPE Q-value,SC fitness,SC Q-value,OAK fitness,OAK Q-value,ETH fitness,ETH Q-value,Gene.primaryIdentifier,Gene.symbol,Gene.name,Gene.functionSummary,Gene.phenotypeSummary,Gene.briefDescription,Gene.description,Gene.length,Gene.chromosomeLocation.start,Gene.chromosomeLocation.end,Gene.chromosome.primaryIdentifier,GO.Slim
YGR215W,0.8782,0,0.8957,0,0.4774,0,0.4394,0,0.8475,0,0.8291,0,0.5278,0,S000003447,RSM27,Ribosomal Small subunit of Mitochondria,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion|uniprot_proteome=UP000002311",,Mitochondrial ribosomal protein of the small subunit,Mitochondrial ribosomal protein of the small subunit,333,922175,922507,chrVII,structural constituent of ribosome;structural molecule activity
YGR217W,0.989,0.29711,0.9999,0.47586,1.0123,0.11872,0.9901,0.25234,0.8099,0,0.8337,0,1,0.39145,S000003449,CCH1,Calcium Channel Homolog,,,Voltage-gated high-affinity calcium channel,"Voltage-gated high-affinity calcium channel; involved in calcium influx in response to some environmental stresses as well as exposure to mating pheromones; interacts and partially co-localizes with Mid1p; however, evidence suggests CCH1 is not required for Mid1p function",6120,924696,930815,chrVII,transmembrane transporter activity
YGR219W,0.8794,0,0.8863,0,0.5205,0,0.4425,0,0.8388,0,0.9791,0.36332,0.7592,0,S000003451,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MRPL9/YGR220C",342,936035,936376,chrVII,molecular function unknown
YGR220C,0.915,0,0.9257,0,0.534,0,0.4806,0,0.909,0,0.937,0.05329,0.6359,0,S000003452,MRPL9,"Mitochondrial Ribosomal Protein, Large subunit","Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion|uniprot_proteome=UP000002311",,Mitochondrial ribosomal protein of the large subunit,Mitochondrial ribosomal protein of the large subunit,810,936074,936883,chrVII,structural constituent of ribosome;structural molecule activity
YGR221C,0.9685,0.01119,0.9695,0,0.9767,0.01131,0.9979,0.39849,0.9995,0.41409,0.971,0.28889,0.9859,0.03429,S000003453,TOS2,Target Of Sbf,,,Protein involved in localization of Cdc24p to the site of bud growth,"Protein involved in localization of Cdc24p to the site of bud growth; may act as a membrane anchor; localizes to the bud neck and bud tip; potentially phosphorylated by Cdc28p; TOS2 has a paralog, SKG6, that arose from the whole genome duplication",1869,937124,938992,chrVII,molecular function unknown
YGR222W,0.9509,5.00E-05,0.9644,0,0.5479,0,0.5023,0,0.9616,0,0.9868,0.43019,0.913,0,S000003454,PET54,PETite colonies,,,Mitochondrial inner membrane protein,Mitochondrial inner membrane protein; binds to the 5' UTR of the COX3 mRNA to activate its translation together with Pet122p and Pet494p; also binds to the COX1 Group I intron AI5 beta to facilitate exon ligation during splicing,882,939923,940804,chrVII,RNA binding
YGR223C,0.9172,0,0.9377,0,0.9039,0,0.8806,0,0.9052,0,0.8278,0,0.9793,0.00297,S000003455,HSV2,Homologous with SVP1,,,"Phosphatidylinositol 3,5-bisphosphate-binding protein","Phosphatidylinositol 3,5-bisphosphate-binding protein; plays a role in micronucleophagy; belongs to the PROPPIN family of proteins; predicted to fold as a seven-bladed beta-propeller; displays punctate cytoplasmic localization",1347,940869,942215,chrVII,ion binding
YGR224W,0.9915,0.35797,0.9973,0.36747,0.9962,0.31083,0.9977,0.39504,1.0058,0.20865,0.815,0,1.0039,0.27206,S000003456,AZR1,Acetic Acid and AZoles Resistance,,,Plasma membrane transporter of the major facilitator superfamily,Plasma membrane transporter of the major facilitator superfamily; involved in resistance to azole drugs such as ketoconazole and fluconazole,1842,942806,944647,chrVII,other
YGR225W,1.0058,0.41883,1.0092,0.09771,0.9859,0.08856,0.9865,0.1886,1.0152,0.01142,0.9987,0.5208,1.0201,0.00389,S000003457,AMA1,Activator of Meiotic APC/C,,"Non-essential gene; null mutant has a major sporulation defect; early spore wall formation is abnormal in the diploid null mutant, including the absence of beta-glucan and chitosan layers, as well as the absence of glucosamine and a reduction in diyrosine levels; homozygous diploid null mutant displays elevated levels of Clb1p, and Ssp1p and decreased activation of Smk1p after meiotic induction; overexpression results in decreased accumulation of Clb1p in diploids induced to enter meiosis; heterozygous diploid null is haploinsufficient",Activator of meiotic anaphase promoting complex (APC/C),"Activator of meiotic anaphase promoting complex (APC/C); Cdc20p family member; required for initiation of spore wall assembly; required for Clb1p degradation during meiosis; prevents premature assembly of the meiosis I spindle, required for DSB induced prophase I arrest",1875,945145,947019,chrVII,enzyme regulator activity
YGR226C,1.018,0.14114,1.0125,0.03086,1.0255,0.00588,1.0502,0.00016,1.0134,0.0244,1.0519,0.1075,1.0143,0.0321,S000003458,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; overlaps significantly with a verified ORF, AMA1/YGR225W",210,946792,947001,chrVII,molecular function unknown
YGR227W,1.0008,0.52584,0.9983,0.41352,1.043,1.00E-05,1.1002,0,0.978,0.0003,0.8524,0,0.9777,0.00143,S000003459,DIE2,Derepression of ITR1 Expression,,"Non-essential gene; in large-scale studies null mutant displays inositol auxotrophy, decreased competitive fitness and increased chronological lifespan; null mutant diploid shows abnormal unipolar budding pattern","Dolichyl-phosphoglucose-dependent alpha-1,2-glucosyltransferase","Dolichyl-phosphoglucose-dependent alpha-1,2-glucosyltransferase; located in the ER; functions in pathway that synthesizes the dolichol-linked oligosaccharide precursor for N-linked protein glycosylation; has a role in regulation of ITR1 and INO1; human homolog ALG10B can complement yeast die2 null mutant",1578,947420,948997,chrVII,"transferase activity;transferase activity, transferring glycosyl groups"
YGR228W,0.962,0.002,0.9912,0.10825,0.9374,0,0.9532,0.00044,1.0136,0.02242,0.8641,2.00E-05,0.9911,0.12196,S000003460,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SMI1/YGR229C",345,949365,949709,chrVII,molecular function unknown
YGR229C,0.8814,0,0.9227,0,0.5492,0,0.5078,0,0.8584,0,0.616,0,0.515,0,S000003461,SMI1,Suppressor of MAR Inhibitor,,,Protein involved in the regulation of cell wall synthesis,Protein involved in the regulation of cell wall synthesis; proposed to be involved in coordinating cell cycle progression with cell wall integrity,1518,949382,950899,chrVII,molecular function unknown
YGR230W,0.9957,0.45409,0.9992,0.44789,1.0026,0.33938,1.021,0.08245,0.9988,0.39033,0.9919,0.47022,1.0091,0.11865,S000003462,BNS1,Bypasses Need for Spo12p,,,Protein of unknown function,"Protein of unknown function; overexpression bypasses need for Spo12p, but not required for meiosis; BNS1 has a paralog, SPO12, that arose from the whole genome duplication",414,951894,952307,chrVII,molecular function unknown
YGR231C,0.9801,0.10783,0.9944,0.23216,0.9692,0.00101,1.0101,0.24955,0.9975,0.34229,0.9448,0.08845,1.0026,0.31396,S000003463,PHB2,ProHiBitin,,,Subunit of the prohibitin complex (Phb1p-Phb2p),Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR),933,952548,953480,chrVII,molecular function unknown
YGR232W,1.015,0.20362,1.0158,0.00709,1.0269,0.00375,1.0392,0.00306,1.01,0.07616,1.0397,0.1948,1.0218,0.00187,S000003464,NAS6,Non-ATPase Subunit 6,,,Assembly chaperone for the 19S proteasome regulatory particle base,"Assembly chaperone for the 19S proteasome regulatory particle base; proteasome-interacting protein involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); ortholog of human oncoprotein gankyrin, which interacts with the Rb tumor suppressor and CDK4/6",687,953960,954646,chrVII,molecular function unknown
YGR233C,0.8969,0,0.9185,0,0.9861,0.09193,1.1271,0,0.9871,0.02919,0.8408,0,0.9327,0,S000003465,PHO81,PHOsphate metabolism,,,Cyclin-dependent kinase (CDK) inhibitor,Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress,3537,954674,958210,chrVII,enzyme regulator activity
YGR234W,0.9914,0.35485,0.9956,0.28859,1.0035,0.31551,1.0014,0.41027,0.9912,0.10511,1.032,0.26197,0.9995,0.37823,S000003466,YHB1,Yeast flavoHemogloBin,,,Nitric oxide oxidoreductase,Nitric oxide oxidoreductase; flavohemoglobin involved in nitric oxide detoxification; plays a role in the oxidative and nitrosative stress responses; protein increases in abundance and relocalizes from nucleus to cytoplasmic foci upon DNA replication stress,1200,959904,961103,chrVII,oxidoreductase activity
YGR235C,1.0116,0.28059,1.0026,0.37053,1.0155,0.06904,1.0245,0.05058,1.0021,0.35826,1.0501,0.11846,1.0012,0.3576,S000003467,MIC26,MItochondrial contact site and Cristae organizing system,Subunit of the mitochondrial MICOS complex; involved in cristae formation.|uniprot_proteome=UP000002311,,Component of the MICOS complex,"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; Mic26p is a non-essential component of the complex",702,961360,962061,chrVII,molecular function unknown
YGR236C,0.9975,0.49352,1.0123,0.03359,1.0074,0.22612,1.0119,0.21659,1.0053,0.22801,0.9622,0.21021,1.0096,0.10761,S000003468,SPG1,Stationary Phase Gene,Protein whose biological role is unknown; localizes to the mitochondrion in different large-scale studies|uniprot_proteome=UP000002311,,Protein required for high temperature survival during stationary phase,"Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",288,962530,962817,chrVII,molecular function unknown
YGR237C,1.0447,0.00024,1.0091,0.09951,1.0768,0,1.0793,0,1.0071,0.16117,0.8725,5.00E-05,1.0285,5.00E-05,S000003469,,,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study|uniprot_proteome=UP000002311,,Putative protein of unknown function,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,2358,963298,965655,chrVII,molecular function unknown
YGR238C,1.0029,0.48464,1.0104,0.06706,1.022,0.01619,1.0103,0.24714,1.0028,0.33069,1.033,0.25248,1.0045,0.25459,S000003470,KEL2,KELch repeat,,,Protein that negatively regulates mitotic exit,"Protein that negatively regulates mitotic exit; forms a complex with Kel1p and Bud14p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; functions in a complex with Kel1p, interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate",2649,966039,968687,chrVII,molecular function unknown
YGR239C,1.0161,0.18128,1.0186,0.00153,1.0388,4.00E-05,1.0245,0.05094,1.0186,0.0022,1.0363,0.22302,1.0161,0.01808,S000003471,PEX21,PEroXin,Peroxisomal protein involved in the import of proteins into the peroxisomal matrix; also regulates the binding of seryl-tRNA synthetase with its cognate tRNA(Ser)|uniprot_proteome=UP000002311,,Peroxin required for peroxisomal matrix protein targeting,Peroxin required for peroxisomal matrix protein targeting; acts on proteins containing the PTS2 targeting sequence; interacts with Pex7p; constitutively expressed; partially redundant with Pex18p; required for import of the Gpd1p-Pnc1p heterodimer in which only Gpd1p has a peroxisomal targeting signal; relative distribution to cytoplasmic foci increases upon DNA replication stress,867,969187,970053,chrVII,other
YGR240C,0.8769,0,0.5687,0,0.9416,0,0.9491,0.00013,0.1644,0,0.6222,0,0.5208,0,S000003472,PFK1,PhosphoFructoKinase,,"Non-essential gene; reduction of function prevents growth under anaerobic conditions; null mutant is blocked in glycolysis and shows decreased rate of both respiratory and fermentative growth, increased resistance to caffeine and oxidative stress, lower survival in stationary phase and competitive fitness",Alpha subunit of heterooctameric phosphofructokinase,"Alpha subunit of heterooctameric phosphofructokinase; involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes",2964,970771,973734,chrVII,kinase activity;transferase activity
YGR241C,0.9931,0.39441,1.0249,2.00E-05,1.0109,0.14665,1.0071,0.3053,1.0213,0.00047,0.8446,0,1.025,0.00039,S000003473,YAP1802,Yeast Assembly Polypeptide,,,"Protein of the AP180 family, involved in clathrin cage assembly","Protein of the AP180 family, involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1802 has a paralog, YAP1801, that arose from the whole genome duplication",1707,974875,976581,chrVII,other
YGR242W,0.9932,0.39667,1.0006,0.4579,1.0057,0.2654,0.983,0.13178,0.9986,0.38261,0.8205,0,1.0092,0.11485,S000003474,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YAP1802/YGR241C",309,976415,976723,chrVII,molecular function unknown
YGR243W,0.9885,0.28248,0.996,0.30323,0.9432,0,1.0102,0.24744,0.996,0.28177,0.976,0.33338,1.0027,0.31171,S000003475,MPC3,Mitochondrial Pyruvate Carrier,,,Highly conserved subunit of the mitochondrial pyruvate carrier (MPC),"Highly conserved subunit of the mitochondrial pyruvate carrier (MPC); expressed during growth on nonfermentable carbon sources, and heterodimerizes with Mpc1p to form the respiratory isoform of MPC; MPC localizes to the mitochondrial inner membrane and mediates pyruvate uptake; MPC3 paralog, MPC2, heterodimerizes with Mpc1p to form the fermentative MPC isoform; protein abundance increases in response to DNA replication stress",441,977336,977776,chrVII,transmembrane transporter activity
YGR244C,0.9479,2.00E-05,1.0168,0.00434,0.9352,0,1.0549,4.00E-05,1.0125,0.03362,0.8916,0.00064,1.025,0.00038,S000003476,LSC2,Ligase of Succinyl-CoA,,,Beta subunit of succinyl-CoA ligase,Beta subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate,1284,978036,979319,chrVII,ligase activity
YGR247W,1.0067,0.3987,1.0063,0.20474,1.0104,0.15777,1.0312,0.0166,1.0005,0.41419,0.9795,0.36645,1.0154,0.02302,S000003479,CPD1,Cyclic nucleotide PhosphoDiesterase,,,Cyclic nucleotide phosphodiesterase,"Cyclic nucleotide phosphodiesterase; hydrolyzes ADP-ribose 1'', 2''-cyclic phosphate to ADP-ribose 1''-phosphate; may have a role in tRNA splicing; no detectable phenotype is conferred by null mutation or by overexpression; protein abundance increases in response to DNA replication stress",720,984966,985685,chrVII,hydrolase activity
YGR248W,0.9904,0.33003,0.9991,0.44595,1.0028,0.33492,0.9979,0.3977,0.9962,0.28848,0.8121,0,1.0056,0.2163,S000003480,SOL4,Suppressor Of Los1-1,,,6-phosphogluconolactonase,"6-phosphogluconolactonase; protein abundance increases in response to DNA replication stress; SOL4 has a paralog, SOL3, that arose from the whole genome duplication",768,985972,986739,chrVII,hydrolase activity
YGR249W,0.9882,0.27693,1.005,0.25985,0.9987,0.36726,1.0036,0.37211,1.0058,0.21109,1.0342,0.24083,1.0148,0.02729,S000003481,MGA1,,,,Protein similar to heat shock transcription factor,Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants,1371,988049,989419,chrVII,DNA binding;nucleic acid binding transcription factor activity
YGR250C,1.0007,0.52605,1.009,0.10493,0.9745,0.00581,0.9986,0.40934,1.0089,0.10246,0.9343,0.0436,0.9852,0.02729,S000003482,,,,,Putative RNA binding protein,Putative RNA binding protein; localizes to stress granules induced by glucose deprivation; interacts with Rbg1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress,2346,991176,993521,chrVII,RNA binding;mRNA binding
YGR252W,0.7479,0,0.776,0,0.6714,0,0.8061,0,0.5648,0,0.6466,0,0.4921,0,S000003484,GCN5,General Control Nonderepressible,"Subunit of SAGA, ADA, and SLIK histone acetyltransferase complexes involved ih chromatin modification and transcription regulation|uniprot_proteome=UP000002311","Non-essential gene; null mutants grow slowly, have increased lifespan, flocculate more readily, cannot utilize glutamine or maltose, have abnormal spindles and buds, decreased ethanol tolerance, are defective in endocytosis, are sensitive to heat, metals, nucleotide analogs, TOR inhibitor rapamycin and various antibiotics, and are auxotrophic for myo-inositol; overexpression slows vegetative growth, increases lifespan, enhances invasive growth",Catalytic subunit of ADA and SAGA histone acetyltransferase complexes,"Catalytic subunit of ADA and SAGA histone acetyltransferase complexes; modifies N-terminal lysines on histones H2B and H3; acetylates Rsc4p, a subunit of the RSC chromatin-remodeling complex, altering replication stress tolerance; relocalizes to the cytosol in response to hypoxia; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; greater involvement in repression of RNAPII-dependent transcription than in activation",1320,996869,998188,chrVII,"histone binding;transcription factor activity, protein binding;transferase activity"
YGR254W,0.9906,0.3363,1.0048,0.26723,1.0054,0.27432,1.0083,0.28265,1.0052,0.2316,1.0218,0.3552,1.0028,0.30991,S000003486,ENO1,ENOlase,Phosphopyruvate hydratase; catalyzes the hydrolysis of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; localized to mitochondria and vacuoles|uniprot_proteome=UP000002311,Non-essential gene; null mutant displays fragmented vacuoles; in large-scale studies the null mutant exhibits decreased endocytosis and increased competitive fitness; heterozygous null mutant exhibits haploinsufficiency,"Enolase I, a phosphopyruvate hydratase","Enolase I, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression repressed in response to glucose; protein abundance increases in response to DNA replication stress; N-terminally propionylated in vivo; ENO1 has a paralog, ENO2, that arose from the whole genome duplication",1314,1000927,1002240,chrVII,lyase activity
YGR255C,0.8758,0,0.889,0,0.4267,0,0.3952,0,0.9104,0,1.0087,0.4658,0.8302,0,S000003487,COQ6,COenzyme Q,"Flavin-dependent monooxygenase, involved in ubiquinone biosynthesis; localizes to the mitochondrial inner membrane|uniprot_proteome=UP000002311","Non-essential gene; null mutant fails to respire and exhibits sensitivity to linoleic acid; in large-scale studies, the null mutant shows reduced competitive fitness, sensitivity to desiccation, heat, and oxidative stress, and altered resistance to various chemicals; overexpression confers enhanced invasive growth",Flavin-dependent monooxygenase involved in ubiquinone biosynthesis,Flavin-dependent monooxygenase involved in ubiquinone biosynthesis; responsible for hydroxylation at position C5 and deamination at C4 during ubiquinone (Coenzyme Q) biosynthesis; localizes to matrix face of mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes; human homolog COQ6 can complement yeast null mutant and is implicated in steroid-resistant nephrotic syndrome (SRNS),1440,1002523,1003962,chrVII,oxidoreductase activity
YGR256W,0.9954,0.44709,1.0017,0.41291,1.0018,0.35492,1.0128,0.20202,1.0026,0.33743,1.014,0.42197,1.0077,0.15568,S000003488,GND2,6-phosphoGlucoNateDehydrogenase,,,6-phosphogluconate dehydrogenase (decarboxylating),"6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone; GND2 has a paralog, GND1, that arose from the whole genome duplication",1479,1004624,1006102,chrVII,oxidoreductase activity
YGR257C,0.896,0,0.8889,0,0.5348,0,0.4905,0,0.9277,0,0.9864,0.42663,0.7407,0,S000003489,MTM1,Manganese Trafficking factor for Mitochondrial SOD2,Pyridoxal 5' phosphate carrier; localizes to mitochondria|uniprot_proteome=UP000002311,,Mitochondrial protein of the mitochondrial carrier family,"Mitochondrial protein of the mitochondrial carrier family; high affinity pyridoxal 5'-phosphate (PLP) transporter, important for delivery of PLP cofactor to mitochondrial enzymes; involved in mitochondrial iron homeostasis and in activating mitochondrial Sod2p by facilitating insertion of an essential manganese cofactor",1101,1006205,1007305,chrVII,ion binding
YGR258C,1.0093,0.33819,1.0172,0.0034,1.0091,0.18593,1.0386,0.00349,1.0076,0.14308,0.961,0.20077,1.0118,0.06363,S000003490,RAD2,RADiation sensitivity,,"Non-essential gene; null mutant is sensitive to DNA damaging agents and UV radiation; reduction of function mutant has an elevated mutation frequency in the presence of radiomimetics; null mutant has a decreased vegetative growth rate, decreased metal resistance, decreased starvation resistance and decreased chronological lifespan; overexpression results in a decreased growth rate and delayed cell cycle progression, while high level overexpression results in growth arrest, increased cell size, and mitotic catastrophe; heterozygous diploid null is haploinsufficient",Single-stranded DNA endonuclease,Single-stranded DNA endonuclease; cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPG protein,3096,1007671,1010766,chrVII,hydrolase activity;nuclease activity
YGR259C,1.02,0.10767,1.0118,0.04131,1.0419,1.00E-05,1.0334,0.01084,0.981,0.00178,1.0806,0.01256,1.0222,0.00151,S000003491,,,,,Dubious open reading frame,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF TNA1/YGR260W",441,1012481,1012921,chrVII,molecular function unknown
YGR260W,1.0003,0.53291,1.0073,0.16499,1.0076,0.2202,1.0122,0.21111,1.0007,0.40992,1.0014,0.52047,1.0172,0.01231,S000003492,TNA1,Transporter of Nicotinic Acid,,,High affinity nicotinic acid plasma membrane permease,High affinity nicotinic acid plasma membrane permease; responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA),1605,1012485,1014089,chrVII,transmembrane transporter activity
YGR261C,0.9571,0.00043,0.9731,0,0.9171,0,0.7437,0,0.8436,0,0.5866,0,0.9608,0,S000003493,APL6,clathrin Adaptor Protein complex Large chain,Subunit of the AP-3 adaptor complex that functions in golgi to vacuole transport|uniprot_proteome=UP000002311,"Non-essential gene; null mutant shows defects in vacuolar protein transport, increased accumulation of polyphospahates and increased excretion of inositol; null mutant also shows increased sensitivity to caffeine and caspofungin, but increased resistance to fenpropimorph, mycophenolic acid, rapamycin and tunicamycin",Beta3-like subunit of the yeast AP-3 complex,Beta3-like subunit of the yeast AP-3 complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; exists in both cytosolic and peripherally associated membrane-bound pools,2430,1014321,1016750,chrVII,molecular function unknown
YGR262C,0.3514,0,0.3109,0,0.3463,0,0.1316,0,0.1324,0,0.1253,0,0.4383,0,S000003494,BUD32,BUD site selection,,"Non-essential gene; null mutant grows slowly and shows defects in tRNA modification, decreased protein secretion, sensitivity to osmotic stress; in diploids null mutation causes increased cell size, abnormal budding pattern and inability to sporulate",Protein kinase,"Protein kinase; component of the EKC/KEOPS complex with Kae1p, Cgi121p, Pcc1p, and Gon7p; Pyrococcus Bud32 ortholog functions as a P-loop ATPase rather than a protein kinase in the context of the complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; mutation is functionally complemented by human TP53RK",786,1016974,1017759,chrVII,ATPase activity;hydrolase activity;kinase activity;transferase activity
YGR263C,1.0007,0.527,1.0066,0.19015,1.0059,0.26069,1.0008,0.41982,1.007,0.16439,0.9923,0.47372,1.0132,0.0437,S000003495,SAY1,Steryl Acetyl hYdrolase,,,Sterol deacetylase,Sterol deacetylase; component of the sterol acetylation/deacetylation cycle along with Atf2p; active both in the endoplasmic reticulum (ER) and in lipid droplets; integral membrane protein with active site in the ER lumen; green fluorescent protein (GFP)-fusion protein localizes to the ER,1275,1017967,1019241,chrVII,hydrolase activity
YGR266W,1.0199,0.10804,1.0088,0.10995,1.0284,0.00229,1.0375,0.00446,1.006,0.20059,1.0263,0.31383,1.0175,0.01105,S000003498,,,"Protein whose biological role is unknown; localizes to the prospore membrane, mitochondrion and mitocondrial outer membrane in different large-scale studies; localizes to the plasma membrane|uniprot_proteome=UP000002311",,Protein of unknown function,Protein of unknown function; predicted to contain a single transmembrane domain; mutant has increased aneuploidy tolerance; localized to both the mitochondrial outer membrane and the plasma membrane; protein abundance increases in response to DNA replication stress,2106,1022656,1024761,chrVII,molecular function unknown
YGR268C,0.9737,0.03584,0.9974,0.37053,0.9719,0.00252,0.9969,0.38096,1.009,0.10034,1.018,0.38847,1.011,0.07863,S000003500,HUA1,,Protein whose biological role is unknown; localizes to the cytoplasm in different large-scale studies|uniprot_proteome=UP000002311,,Cytoplasmic protein containing a zinc finger domain,Cytoplasmic protein containing a zinc finger domain; sequence similarity to that of Type I J-proteins; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly,597,1026057,1026653,chrVII,molecular function unknown
YGR270W,0.9624,0.00219,0.9566,0,0.9704,0.00154,0.9302,0,0.8892,0,0.8032,0,0.7408,0,S000003502,YTA7,Yeast Tat-binding Analog,,,Protein that localizes to chromatin,"Protein that localizes to chromatin; has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; relocalizes to the cytosol in response to hypoxia; potentially phosphorylated by Cdc28p",4140,1027370,1031509,chrVII,chromatin binding;histone binding
YGR271W,1.0464,0.00013,1.0452,0,0.9856,0.0848,0.9773,0.06629,0.9987,0.38703,1.0197,0.3745,0.9983,0.34135,S000003503,SLH1,SKI2-Like Helicase,,,Putative RNA helicase related to Ski2p,Putative RNA helicase related to Ski2p; involved in translation inhibition of non-poly(A) mRNAs; required for repressing propagation of dsRNA viruses,5904,1031791,1037694,chrVII,RNA binding;helicase activity;hydrolase activity;mRNA binding
YGR272C,0.5011,0,0.5209,0,0.8992,0,0.8425,0,0.4622,0,0.6382,0,0.4263,0,S000003504,,,,,Merged open reading frame,"Merged open reading frame; does not encode a discrete protein;YGR272C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YGR271C-A",459,1038048,1038506,chrVII,not_yet_annotated
YGR273C,0.9959,0.45782,1.0026,0.37105,1.0095,0.17746,0.9927,0.30236,1.0061,0.1987,0.9928,0.47652,1.008,0.14613,S000003505,,Ilm1p BInding,Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311,,Putative protein of unknown function,"Putative protein of unknown function; expression downregulated by treatment with 8-methoxypsoralen plus UVA irradiation; not an essential gene; YGR273C has a paralog, YMR295C, that arose from the whole genome duplication",525,1038715,1039239,chrVII,molecular function unknown
YGR275W,0.9964,0.46875,1.0032,0.3426,1.0047,0.28917,1.0234,0.05986,1.0035,0.30193,0.9644,0.22854,0.9995,0.37891,S000003507,RTT102,Regulator of Ty1 Transposition,"Subunit of both the RSC and SWI/SNF chromatin remodeling complexes, slides along DNA affecting nucleosome positioning and transcription regulation; also involved in maintaining chromosome transmission fidelity|uniprot_proteome=UP000002311",,Component of both the SWI/SNF and RSC chromatin remodeling complexes,Component of both the SWI/SNF and RSC chromatin remodeling complexes; suggested role in chromosome maintenance; possible weak regulator of Ty1 transposition; protein abundance increases in response to DNA replication stress,474,1043276,1043749,chrVII,ATPase activity;hydrolase activity
YGR276C,0.9907,0.33986,0.9835,0.00495,1.0191,0.03287,1.0506,0.00014,1.0065,0.1841,0.8372,0,1.0224,0.00141,S000003508,RNH70,RNase H,,,3'-5' exoribonuclease,3'-5' exoribonuclease; required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts,1662,1043819,1045480,chrVII,hydrolase activity;nuclease activity
